,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2409,2410,113.0,1.0,USA,18000000.0,43601508.0,35718,317.0,111.0,0,22.0,727.0,171.0,148.0,1310,6.7,Good
1297,1298,122.0,0.0,France,77000000.0,33201661.0,534262,1314.0,242.0,39000,0.0,326.0,326.0,54.0,809,8.4,Excellent
3102,3103,98.0,0.0,USA,10000000.0,110175871.0,115050,911.0,203.0,4000,70.0,4000.0,1000.0,634.0,7461,5.9,Fair
4708,4709,83.0,0.0,USA,650000.0,,13915,109.0,82.0,0,644.0,119.0,29.0,11.0,190,6.5,Good
400,401,110.0,8.0,Germany,75000000.0,20315324.0,88542,254.0,228.0,19000,545.0,14000.0,8000.0,5000.0,27694,5.8,Fair
4598,4599,82.0,0.0,USA,1000000.0,12996.0,1938,54.0,29.0,210,82.0,2000.0,571.0,490.0,3905,6.0,Fair
4196,4197,95.0,1.0,USA,2500000.0,6851969.0,105591,178.0,220.0,10000,53.0,8000.0,1000.0,478.0,10040,7.1,Good
158,159,150.0,0.0,UK,140000000.0,65007045.0,128682,657.0,314.0,51000,0.0,23000.0,893.0,748.0,26490,6.1,Good
1985,1986,110.0,1.0,USA,25000000.0,10324441.0,27117,140.0,190.0,7000,37.0,10000.0,826.0,268.0,11431,5.8,Fair
3246,3247,117.0,1.0,UK,6000000.0,,9585,38.0,76.0,0,13.0,5000.0,2000.0,415.0,7637,6.9,Good
3948,3949,113.0,1.0,Spain,4000000.0,146402.0,9913,38.0,64.0,0,58.0,331.0,27.0,9.0,387,7.7,Good
2981,2982,122.0,0.0,USA,12000000.0,6754898.0,20000,188.0,132.0,0,708.0,433.0,398.0,316.0,1291,6.2,Good
3164,3165,89.0,9.0,USA,10000000.0,8070311.0,12706,75.0,52.0,0,18.0,7000.0,2000.0,2000.0,13626,5.3,Fair
147,148,93.0,0.0,USA,145000000.0,216366733.0,119213,154.0,211.0,17000,35.0,851.0,770.0,436.0,2444,6.9,Good
2355,2356,236.0,1.0,USA,22000000.0,184208848.0,186485,382.0,92.0,0,0.0,933.0,839.0,232.0,2398,8.0,Good
2370,2371,85.0,1.0,UK,19000000.0,15911333.0,2855,119.0,47.0,663,2.0,1000.0,539.0,402.0,2429,3.6,Bad
487,488,106.0,3.0,USA,70000000.0,37754208.0,172217,405.0,132.0,0,13000.0,20000.0,770.0,733.0,22590,6.3,Good
4918,4919,93.0,0.0,USA,,,191,1.0,18.0,142,0.0,110.0,79.0,75.0,338,6.3,Good
2583,2584,101.0,0.0,UK,20000000.0,2319187.0,92640,212.0,393.0,23000,0.0,3000.0,1000.0,888.0,5056,7.0,Good
238,239,138.0,1.0,USA,120000000.0,132550960.0,328067,533.0,440.0,68000,446.0,20000.0,992.0,929.0,23755,6.7,Good
1692,1693,110.0,1.0,USA,35000000.0,16295774.0,33669,269.0,81.0,0,8.0,1000.0,692.0,322.0,3000,4.6,Fair
4337,4338,102.0,0.0,USA,2000000.0,,2242,15.0,27.0,69,909.0,909.0,562.0,119.0,1674,5.3,Fair
3072,3073,97.0,1.0,USA,11000000.0,,45144,111.0,54.0,18000,15.0,142.0,79.0,19.0,248,4.3,Fair
3780,3781,112.0,1.0,USA,5000000.0,2445646.0,32382,99.0,163.0,13000,52.0,10000.0,963.0,688.0,12897,7.0,Good
786,787,126.0,3.0,USA,60000000.0,30695227.0,45296,267.0,125.0,0,0.0,13000.0,10000.0,9000.0,34774,6.7,Good
4282,4283,101.0,3.0,USA,2000000.0,1984378.0,27346,206.0,160.0,0,263.0,71.0,51.0,37.0,226,6.5,Good
354,355,90.0,2.0,USA,90000000.0,226138454.0,160440,394.0,127.0,0,420.0,191.0,165.0,141.0,664,6.6,Good
4505,4506,88.0,1.0,USA,,,2953,38.0,51.0,480,4.0,690.0,316.0,95.0,1438,6.1,Good
3432,3433,106.0,0.0,USA,8000000.0,,662,14.0,15.0,689,155.0,981.0,505.0,391.0,2741,4.2,Fair
2102,2103,142.0,0.0,USA,22000000.0,19283782.0,31227,354.0,85.0,0,0.0,978.0,911.0,854.0,5386,6.6,Good
3377,3378,91.0,2.0,USA,8000000.0,17843379.0,14904,147.0,59.0,0,13.0,452.0,442.0,292.0,1760,5.7,Fair
150,151,153.0,0.0,USA,140000000.0,201573391.0,322395,1171.0,167.0,11000,0.0,13000.0,12000.0,537.0,26029,6.6,Good
1240,1241,99.0,0.0,USA,40000000.0,52320979.0,114321,548.0,175.0,0,18.0,18000.0,426.0,211.0,18693,6.8,Good
3311,3312,120.0,1.0,Italy,9000000.0,349618.0,4302,45.0,76.0,375,930.0,982.0,602.0,433.0,2942,6.1,Good
1171,1172,91.0,1.0,USA,40000000.0,26404753.0,34203,169.0,127.0,19000,30.0,922.0,786.0,497.0,3301,5.3,Fair
3192,3193,115.0,0.0,Germany,6500000.0,54557348.0,361169,1624.0,287.0,18000,549.0,3000.0,912.0,911.0,5732,7.9,Good
3222,3223,123.0,0.0,UK,,756452.0,27009,118.0,196.0,12000,0.0,18000.0,451.0,131.0,18652,6.2,Good
1253,1254,109.0,0.0,USA,40000000.0,37371385.0,192462,334.0,342.0,42000,99.0,176.0,61.0,57.0,390,7.0,Good
2824,2825,124.0,1.0,UK,13500000.0,7060876.0,44795,314.0,132.0,0,133.0,14000.0,230.0,170.0,14726,7.4,Good
4472,4473,103.0,1.0,USA,1300000.0,,4866,38.0,24.0,969,0.0,35000.0,516.0,511.0,38121,5.2,Fair
1579,1580,103.0,0.0,USA,31000000.0,53133888.0,50389,136.0,74.0,0,155.0,687.0,151.0,125.0,1440,6.3,Good
4352,4353,90.0,0.0,UK,1000000.0,2957978.0,40481,134.0,194.0,0,120.0,41.0,27.0,0.0,68,7.8,Good
539,540,102.0,1.0,USA,75000000.0,66636385.0,88451,289.0,269.0,0,0.0,22000.0,15000.0,15000.0,60646,7.1,Good
4655,4656,85.0,0.0,UK,500000.0,,7308,72.0,68.0,933,46.0,418.0,146.0,141.0,926,7.0,Good
2213,2214,91.0,0.0,USA,35000000.0,30079316.0,75920,474.0,156.0,0,17.0,534.0,385.0,78.0,1083,5.5,Fair
3652,3653,86.0,1.0,USA,6000000.0,20200.0,6797,21.0,43.0,0,4.0,11000.0,485.0,444.0,12772,5.8,Fair
4652,4653,88.0,0.0,USA,850000.0,1243961.0,13421,34.0,115.0,0,15.0,938.0,904.0,567.0,3770,6.0,Fair
3090,3091,121.0,0.0,USA,10000000.0,80150343.0,142115,614.0,210.0,0,163.0,723.0,651.0,482.0,3189,6.2,Good
2735,2736,115.0,2.0,USA,7000000.0,529766.0,22345,144.0,52.0,0,39.0,12000.0,970.0,642.0,14889,6.8,Good
3740,3741,99.0,6.0,UK,4000000.0,13464388.0,395921,859.0,246.0,19000,1000.0,605.0,427.0,358.0,1686,8.0,Good
174,175,100.0,0.0,Australia,135000000.0,63992328.0,32399,79.0,156.0,0,750.0,49000.0,11000.0,988.0,62644,5.9,Fair
1687,1688,112.0,0.0,USA,30000000.0,32357532.0,143368,215.0,219.0,24000,380.0,15000.0,11000.0,2000.0,31278,6.7,Good
43,44,118.0,0.0,USA,200000000.0,125320003.0,286095,974.0,422.0,0,368.0,23000.0,3000.0,988.0,27468,6.6,Good
4245,4246,81.0,1.0,USA,2100000.0,,1274,17.0,19.0,380,7.0,412.0,308.0,106.0,1020,5.5,Fair
4943,4944,85.0,0.0,USA,,405614.0,15775,69.0,136.0,0,129.0,120.0,119.0,100.0,511,6.7,Good
1800,1801,122.0,2.0,USA,27500000.0,9664316.0,47203,197.0,131.0,0,151.0,24000.0,15000.0,11000.0,50950,6.8,Good
2752,2753,119.0,4.0,Hong Kong,15000000.0,,9177,53.0,53.0,821,3.0,556.0,353.0,19.0,996,7.1,Good
2945,2946,93.0,0.0,USA,12000000.0,25240988.0,12383,50.0,68.0,0,4.0,28.0,9.0,8.0,52,5.9,Fair
1199,1200,116.0,4.0,USA,40000000.0,89138076.0,98535,734.0,212.0,0,0.0,287.0,157.0,71.0,600,5.5,Fair
952,953,118.0,7.0,USA,50000000.0,84244877.0,375456,292.0,310.0,44000,43.0,33000.0,15000.0,7000.0,57426,7.4,Good
4897,4898,66.0,1.0,USA,200000.0,,4152,59.0,35.0,328,16.0,418.0,85.0,28.0,583,6.5,Good
3483,3484,96.0,2.0,USA,7000000.0,20257000.0,7569,65.0,35.0,978,22.0,1000.0,841.0,794.0,5282,5.2,Fair
1014,1015,110.0,3.0,USA,50000000.0,18472363.0,63599,208.0,120.0,0,134.0,23000.0,1000.0,795.0,25049,5.8,Fair
407,408,138.0,3.0,USA,85000000.0,63224849.0,182757,483.0,157.0,19000,278.0,14000.0,3000.0,213.0,17423,6.9,Good
1044,1045,114.0,1.0,USA,48000000.0,60652036.0,137854,560.0,150.0,3000,737.0,2000.0,490.0,393.0,3743,7.1,Good
3179,3180,96.0,1.0,USA,10000000.0,6044618.0,6200,92.0,38.0,398,9.0,12000.0,11000.0,934.0,26961,5.6,Fair
3653,3654,115.0,0.0,USA,50000000.0,31874869.0,43575,302.0,136.0,0,58.0,33000.0,455.0,400.0,34605,6.1,Good
2090,2091,132.0,0.0,USA,22000000.0,40270895.0,121937,431.0,129.0,15000,24.0,967.0,912.0,506.0,3152,7.6,Good
1666,1667,79.0,0.0,USA,30000000.0,31743332.0,111117,245.0,263.0,13000,30.0,940.0,271.0,265.0,1594,7.1,Good
2978,2979,95.0,0.0,Australia,8000000.0,6739141.0,23383,68.0,58.0,1000,216.0,1000.0,1000.0,968.0,4755,5.9,Fair
529,530,99.0,2.0,USA,75000000.0,120776832.0,266103,456.0,147.0,11000,88.0,11000.0,427.0,328.0,12952,6.8,Good
2609,2610,102.0,1.0,USA,15500000.0,317040.0,6723,36.0,60.0,1000,4.0,17000.0,13000.0,882.0,30978,6.8,Good
3113,3114,85.0,0.0,USA,20000000.0,32983713.0,19284,66.0,26.0,981,7.0,723.0,706.0,615.0,3712,5.8,Fair
4920,4921,89.0,0.0,Iran,180000.0,925402.0,27882,130.0,46.0,0,373.0,36.0,35.0,27.0,100,8.5,Excellent
1038,1039,127.0,5.0,USA,48000000.0,197171806.0,515306,477.0,149.0,0,14000.0,11000.0,844.0,440.0,12884,8.3,Excellent
4025,4026,99.0,1.0,USA,,,1262,13.0,10.0,224,0.0,141.0,69.0,43.0,320,6.1,Good
2078,2079,96.0,2.0,USA,22700000.0,38119483.0,136667,273.0,103.0,13000,0.0,1000.0,605.0,542.0,2936,7.1,Good
2311,2312,116.0,2.0,USA,20000000.0,6002756.0,24997,75.0,116.0,13000,150.0,18000.0,1000.0,956.0,21200,7.2,Good
4467,4468,135.0,1.0,Kyrgyzstan,1400000.0,,3144,24.0,16.0,0,135.0,0.0,0.0,0.0,0,8.7,Excellent
25,26,194.0,0.0,USA,200000000.0,658672302.0,793059,2528.0,315.0,26000,0.0,29000.0,14000.0,794.0,45223,7.7,Good
4456,4457,105.0,1.0,USA,1377800.0,,22975,155.0,53.0,0,7.0,1000.0,370.0,356.0,2658,6.5,Good
4692,4693,88.0,0.0,USA,,,551,10.0,8.0,303,0.0,618.0,592.0,311.0,2476,4.0,Bad
286,287,119.0,0.0,USA,100000000.0,180011740.0,177725,1368.0,230.0,0,13000.0,1000.0,658.0,567.0,2776,5.7,Fair
4994,4995,83.0,0.0,USA,42000.0,,733,7.0,34.0,234,3.0,695.0,571.0,69.0,1438,6.6,Good
1273,1274,107.0,0.0,USA,40000000.0,29374178.0,12093,188.0,100.0,394,55.0,3000.0,941.0,294.0,4565,5.1,Fair
3404,3405,92.0,2.0,UK,8000000.0,1071240.0,3571,34.0,90.0,429,14.0,14000.0,1000.0,291.0,15848,6.9,Good
5034,5035,81.0,0.0,USA,7000.0,2040920.0,52055,130.0,56.0,0,0.0,121.0,20.0,6.0,147,6.9,Good
197,198,82.0,1.0,USA,127500000.0,137748063.0,38438,241.0,145.0,0,0.0,1000.0,558.0,388.0,2945,6.5,Good
654,655,140.0,0.0,USA,62000000.0,172071312.0,208817,296.0,159.0,5000,2000.0,15000.0,968.0,552.0,17171,7.6,Good
2095,2096,115.0,0.0,UK,22000000.0,25842000.0,13455,87.0,23.0,2000,0.0,12000.0,1000.0,266.0,13619,7.4,Good
2041,2042,118.0,1.0,USA,23000000.0,6144806.0,12821,248.0,113.0,0,18000.0,18000.0,5000.0,286.0,23689,6.7,Good
4774,4775,108.0,2.0,USA,500000.0,,62,4.0,1.0,0,431.0,466.0,431.0,317.0,1628,5.7,Fair
4351,4352,101.0,1.0,USA,1800000.0,26505000.0,149293,668.0,256.0,10000,0.0,40000.0,852.0,574.0,42918,7.5,Good
3892,3893,95.0,2.0,USA,8500000.0,131175.0,30219,200.0,256.0,22000,9.0,584.0,430.0,428.0,1885,5.6,Fair
4551,4552,109.0,0.0,UK,1100000.0,,162,5.0,29.0,75,0.0,202.0,47.0,30.0,283,7.0,Good
187,188,94.0,0.0,USA,135000000.0,177343675.0,70121,214.0,165.0,26000,12.0,17000.0,523.0,183.0,17883,6.7,Good
1424,1425,109.0,1.0,USA,35000000.0,52277485.0,32370,196.0,74.0,0,19.0,1000.0,762.0,568.0,4231,6.9,Good
1865,1866,120.0,0.0,USA,30000000.0,499263.0,179235,2814.0,406.0,13000,0.0,260.0,252.0,113.0,705,7.1,Good
4917,4918,105.0,0.0,USA,200000.0,,37,1.0,13.0,38,0.0,178.0,32.0,27.0,263,6.7,Good
2937,2938,96.0,0.0,USA,12000000.0,31597131.0,97938,605.0,207.0,0,132.0,49000.0,989.0,933.0,52138,6.8,Good
2255,2256,99.0,1.0,Hong Kong,20000000.0,17104669.0,99353,354.0,377.0,0,0.0,264.0,62.0,59.0,537,7.8,Good
4626,4627,90.0,2.0,Canada,1000000.0,,137,16.0,16.0,48,0.0,57.0,40.0,36.0,231,5.4,Fair
4869,4870,86.0,3.0,USA,,,603,15.0,26.0,122,5.0,68.0,64.0,41.0,216,6.9,Good
370,371,113.0,0.0,USA,90000000.0,100018837.0,156348,380.0,198.0,0,221.0,11000.0,600.0,503.0,13446,5.5,Fair
4895,4896,96.0,0.0,USA,200000.0,4505922.0,63951,252.0,77.0,0,218.0,4000.0,135.0,31.0,4230,7.4,Good
4785,4786,89.0,2.0,USA,439000.0,2300000.0,7921,97.0,65.0,439,24.0,610.0,105.0,45.0,995,7.7,Good
4609,4610,76.0,0.0,USA,1000000.0,,9190,75.0,14.0,501,57.0,442.0,403.0,228.0,1635,6.7,Good
2779,2780,81.0,1.0,USA,14000000.0,30628981.0,15047,160.0,43.0,2000,54.0,8000.0,670.0,636.0,10792,5.0,Fair
2566,2567,88.0,0.0,USA,16000000.0,14792779.0,24256,91.0,64.0,0,11000.0,854.0,410.0,233.0,1653,7.6,Good
842,843,92.0,0.0,USA,55000000.0,105263257.0,56168,103.0,53.0,5000,39.0,3000.0,562.0,458.0,4518,5.4,Fair
1446,1447,102.0,1.0,Japan,35000000.0,33423521.0,53115,282.0,63.0,0,133.0,2000.0,1000.0,690.0,5443,3.8,Bad
4967,4968,81.0,2.0,USA,100000.0,,101,1.0,5.0,17,0.0,416.0,18.0,10.0,459,3.6,Bad
4499,4500,108.0,0.0,USA,1200000.0,594904.0,2582,89.0,38.0,0,14.0,1000.0,330.0,274.0,1805,6.0,Fair
4114,4115,44.0,0.0,USA,,,2948,28.0,7.0,3000,,786.0,341.0,246.0,1551,7.9,Good
2561,2562,100.0,9.0,USA,20000000.0,55461307.0,4654,46.0,81.0,18000,24.0,15000.0,1000.0,851.0,18786,6.7,Good
2682,2683,122.0,3.0,UK,15000000.0,17237244.0,57210,158.0,291.0,13000,210.0,22000.0,164.0,123.0,22574,6.8,Good
4167,4168,93.0,0.0,USA,2600000.0,119500000.0,95294,363.0,121.0,12000,0.0,1000.0,1000.0,628.0,4701,7.8,Good
4827,4828,98.0,0.0,USA,8000000.0,16115878.0,24438,194.0,56.0,0,10.0,10000.0,1000.0,912.0,13433,6.6,Good
3784,3785,88.0,0.0,USA,5000000.0,,5494,56.0,50.0,255,0.0,740.0,625.0,276.0,1665,5.6,Fair
511,512,124.0,0.0,Germany,78000000.0,92930005.0,204063,764.0,210.0,0,420.0,22000.0,12000.0,876.0,35867,7.2,Good
2367,2368,95.0,2.0,USA,18000000.0,56127162.0,57479,205.0,97.0,0,189.0,500.0,308.0,306.0,2020,5.4,Fair
384,385,132.0,0.0,USA,100000000.0,58220776.0,87785,362.0,93.0,0,0.0,49000.0,1000.0,957.0,55254,6.8,Good
2608,2609,45.0,0.0,USA,,,18058,68.0,20.0,0,,460.0,292.0,260.0,2380,7.3,Good
2649,2650,106.0,0.0,USA,125000000.0,163192114.0,229687,637.0,344.0,15000,255.0,14000.0,1000.0,850.0,18003,5.8,Fair
1843,1844,85.0,0.0,USA,26000000.0,57859105.0,94108,673.0,224.0,0,0.0,332.0,285.0,178.0,1090,6.5,Good
359,360,94.0,0.0,USA,92000000.0,125305545.0,145350,643.0,181.0,0,368.0,13000.0,1000.0,466.0,15419,5.5,Fair
1787,1788,107.0,2.0,USA,28000000.0,6998324.0,11476,50.0,125.0,0,234.0,1000.0,962.0,660.0,3944,6.1,Good
3127,3128,114.0,0.0,USA,10000000.0,25600000.0,57363,308.0,60.0,10000,0.0,10000.0,919.0,699.0,12097,7.2,Good
263,264,120.0,3.0,USA,110000000.0,66002193.0,44296,144.0,181.0,12000,124.0,6000.0,5000.0,943.0,12452,5.8,Fair
393,394,113.0,0.0,USA,92000000.0,241688385.0,144053,395.0,114.0,0,101.0,22000.0,946.0,848.0,26239,6.3,Good
1979,1980,271.0,0.0,USA,25000000.0,10769960.0,21940,256.0,22.0,0,33.0,854.0,702.0,251.0,2107,7.7,Good
5005,5006,89.0,0.0,USA,60000.0,,23,2.0,,48,2.0,5.0,0.0,0.0,5,5.4,Fair
2162,2163,112.0,0.0,USA,20000000.0,137387272.0,300110,807.0,511.0,131000,0.0,6000.0,960.0,697.0,9049,7.5,Good
311,312,101.0,1.0,USA,80000000.0,55673333.0,65785,160.0,188.0,16000,0.0,2000.0,653.0,577.0,4286,7.0,Good
1181,1182,102.0,6.0,USA,42000000.0,18600911.0,125198,153.0,258.0,11000,20.0,107.0,81.0,54.0,362,6.6,Good
2969,2970,293.0,0.0,West Germany,14000000.0,11433134.0,168203,426.0,96.0,11000,249.0,362.0,21.0,18.0,469,8.4,Excellent
2341,2342,30.0,4.0,UK,,,18,,,0,,310.0,11.0,9.0,344,7.2,Good
1054,1055,96.0,1.0,USA,47000000.0,60154431.0,122347,345.0,72.0,0,0.0,2000.0,1000.0,302.0,3718,6.0,Fair
1989,1990,117.0,1.0,UK,25000000.0,,3334,52.0,21.0,739,71.0,433.0,54.0,42.0,611,4.8,Fair
1655,1656,101.0,1.0,USA,27000000.0,38122105.0,112669,226.0,120.0,0,343.0,581.0,571.0,384.0,2373,6.6,Good
2124,2125,120.0,1.0,France,16000000.0,634277.0,5166,27.0,78.0,815,2.0,809.0,521.0,80.0,1651,7.3,Good
4731,4732,94.0,0.0,USA,,3117666.0,3394,43.0,88.0,694,3.0,196.0,184.0,2.0,382,7.4,Good
4067,4068,120.0,1.0,USA,4490375.0,,15293,111.0,67.0,609,13000.0,897.0,844.0,416.0,2811,6.8,Good
738,739,130.0,2.0,USA,60000000.0,80033643.0,226570,448.0,387.0,38000,188.0,10000.0,3000.0,1000.0,16385,7.0,Good
554,555,113.0,0.0,USA,52000000.0,34636443.0,93790,288.0,152.0,0,17.0,87000.0,13000.0,759.0,103354,6.6,Good
1736,1737,128.0,3.0,USA,30000000.0,37036404.0,44816,259.0,148.0,0,0.0,955.0,869.0,754.0,5404,6.4,Good
1866,1867,125.0,5.0,USA,25000000.0,219200000.0,181380,223.0,57.0,0,0.0,49000.0,1000.0,711.0,52201,6.9,Good
8,9,153.0,3.0,UK,250000000.0,301956980.0,321795,973.0,375.0,10000,282.0,25000.0,11000.0,10000.0,58753,7.5,Good
2333,2334,103.0,1.0,Japan,2127519898.0,410388.0,13727,79.0,105.0,973,78.0,488.0,336.0,101.0,991,6.9,Good
4559,4560,84.0,1.0,USA,,3122616.0,16594,73.0,155.0,0,9.0,612.0,457.0,313.0,1587,6.8,Good
669,670,99.0,0.0,USA,65000000.0,59617068.0,213863,310.0,313.0,59000,119.0,600.0,346.0,174.0,1375,6.4,Good
2517,2518,134.0,6.0,UK,17000000.0,15681020.0,33570,259.0,94.0,1000,22.0,1000.0,593.0,488.0,3007,3.6,Bad
1728,1729,110.0,4.0,France,24000000.0,,3279,22.0,7.0,0,18.0,922.0,919.0,432.0,2725,2.0,Bad
457,458,117.0,1.0,USA,80000000.0,103028109.0,172878,203.0,204.0,19000,221.0,11000.0,3000.0,503.0,16325,6.4,Good
5023,5024,78.0,0.0,USA,20000.0,,1771,35.0,42.0,835,91.0,407.0,91.0,86.0,674,4.0,Bad
1172,1173,112.0,4.0,USA,44000000.0,6105175.0,247020,835.0,293.0,50000,133.0,11000.0,392.0,365.0,12239,6.6,Good
460,461,118.0,3.0,USA,80000000.0,101111837.0,150764,318.0,215.0,0,154.0,3000.0,982.0,915.0,5637,6.6,Good
2921,2922,102.0,0.0,USA,12000000.0,75074950.0,22147,156.0,91.0,770,167.0,656.0,528.0,436.0,2754,6.3,Good
4902,4903,103.0,0.0,USA,200000.0,174682.0,460,14.0,12.0,96,18.0,96.0,90.0,61.0,314,6.9,Good
4725,4726,79.0,1.0,USA,500000.0,30500882.0,42256,916.0,235.0,0,9.0,48.0,10.0,7.0,67,5.7,Fair
863,864,104.0,0.0,USA,55000000.0,25040293.0,88049,279.0,206.0,0,50.0,5000.0,962.0,947.0,7247,6.6,Good
1855,1856,110.0,1.0,USA,26000000.0,16005978.0,72886,190.0,265.0,35000,160.0,771.0,570.0,427.0,2356,6.4,Good
430,431,82.0,0.0,USA,85000000.0,43575716.0,10233,63.0,91.0,0,62.0,975.0,760.0,615.0,3326,4.3,Fair
273,274,115.0,1.0,USA,120000000.0,144795350.0,387632,789.0,225.0,0,295.0,10000.0,981.0,466.0,12068,7.1,Good
4882,4883,108.0,6.0,USA,250000.0,,25,1.0,1.0,71,431.0,288.0,96.0,3.0,387,6.6,Good
3041,3042,110.0,5.0,USA,11000000.0,37766350.0,19440,56.0,109.0,0,107.0,664.0,551.0,549.0,3376,7.3,Good
1220,1221,102.0,1.0,USA,20000000.0,64149837.0,146899,185.0,191.0,0,23.0,2000.0,2000.0,651.0,7009,6.4,Good
614,615,97.0,1.0,USA,70000000.0,33105600.0,41663,141.0,105.0,531,84.0,989.0,229.0,150.0,1576,5.4,Fair
1726,1727,93.0,0.0,Germany,,,4599,44.0,36.0,885,7.0,1000.0,898.0,480.0,3095,4.9,Fair
3749,3750,103.0,0.0,USA,5000000.0,27285953.0,48675,214.0,203.0,16000,66.0,155.0,78.0,13.0,259,6.8,Good
3321,3322,103.0,1.0,USA,9000000.0,,10100,42.0,19.0,3000,6.0,4000.0,931.0,664.0,6426,6.5,Good
218,219,124.0,0.0,USA,125000000.0,186739919.0,333248,1159.0,239.0,19000,776.0,15000.0,2000.0,812.0,20553,6.4,Good
3312,3313,98.0,1.0,France,,,1673,1.0,17.0,348,0.0,186.0,41.0,5.0,253,6.1,Good
4517,4518,92.0,0.0,USA,1100000.0,1400000.0,1324,37.0,57.0,241,155.0,448.0,426.0,147.0,1329,5.9,Fair
3797,3798,90.0,0.0,USA,5000000.0,65087.0,8824,108.0,133.0,559,0.0,343.0,29.0,15.0,408,6.2,Good
2671,2672,90.0,2.0,USA,15000000.0,19158074.0,17983,127.0,69.0,0,13.0,882.0,874.0,613.0,2661,6.7,Good
1365,1366,130.0,0.0,USA,40000000.0,9589875.0,16673,45.0,86.0,0,39.0,2000.0,898.0,534.0,5162,7.3,Good
4054,4055,109.0,1.0,China,,377420.0,2789,20.0,85.0,0,611.0,878.0,10.0,4.0,900,7.3,Good
2861,2862,135.0,2.0,USA,14000000.0,16929123.0,21406,169.0,84.0,0,134.0,4000.0,1000.0,525.0,6214,6.5,Good
3055,3056,88.0,0.0,USA,13000000.0,11501093.0,128850,604.0,221.0,10000,0.0,901.0,888.0,795.0,3913,7.6,Good
4667,4668,94.0,1.0,USA,800000.0,,3480,30.0,17.0,396,3.0,262.0,262.0,181.0,991,7.2,Good
4153,4154,116.0,1.0,USA,8000000.0,22201636.0,33567,206.0,159.0,0,153.0,275.0,247.0,165.0,727,7.4,Good
627,628,115.0,1.0,USA,50000000.0,25121291.0,177653,279.0,286.0,34000,101.0,13000.0,1000.0,585.0,15708,6.7,Good
3836,3837,100.0,1.0,France,4600000.0,513836.0,6304,21.0,87.0,0,3.0,74.0,52.0,9.0,143,7.2,Good
1428,1429,202.0,0.0,USA,33000000.0,48169908.0,63923,156.0,61.0,0,0.0,18000.0,848.0,318.0,20143,7.7,Good
2826,2827,105.0,0.0,USA,,687081.0,5602,59.0,58.0,329,148.0,539.0,508.0,400.0,1767,6.0,Fair
3858,3859,112.0,0.0,South Korea,4200000000.0,211667.0,53508,131.0,202.0,4000,0.0,717.0,126.0,38.0,907,7.7,Good
1041,1042,118.0,2.0,USA,48000000.0,66488090.0,120202,397.0,75.0,0,176.0,18000.0,11000.0,308.0,29748,6.7,Good
173,174,115.0,3.0,USA,120000000.0,292298923.0,185394,329.0,322.0,65000,386.0,21000.0,17000.0,12000.0,59177,5.5,Fair
2675,2676,84.0,3.0,Australia,15000000.0,17411331.0,17328,237.0,96.0,673,119.0,989.0,982.0,918.0,4660,5.5,Fair
2438,2439,109.0,0.0,USA,18000000.0,13491653.0,23728,213.0,104.0,813,128.0,11000.0,2000.0,1000.0,14995,6.1,Good
4160,4161,113.0,1.0,USA,2700000.0,9054736.0,5744,57.0,61.0,381,9.0,402.0,222.0,42.0,787,7.1,Good
2579,2580,118.0,1.0,USA,16000000.0,2849142.0,24104,88.0,146.0,0,369.0,1000.0,418.0,295.0,1889,7.2,Good
1026,1027,124.0,7.0,USA,60000000.0,19445217.0,67796,258.0,231.0,14000,98.0,1000.0,852.0,592.0,3580,6.2,Good
2051,2052,119.0,0.0,USA,19000000.0,65807024.0,172405,203.0,63.0,0,0.0,10000.0,345.0,244.0,11013,6.8,Good
4893,4894,127.0,0.0,USA,5000000.0,,22124,108.0,69.0,0,130.0,618.0,53.0,51.0,800,7.2,Good
1610,1611,133.0,2.0,USA,30000000.0,66528842.0,112175,329.0,57.0,11000,380.0,12000.0,11000.0,918.0,26388,7.5,Good
4233,4234,90.0,2.0,Spain,,,1351,4.0,5.0,452,0.0,1000.0,800.0,708.0,3799,4.8,Fair
2426,2427,109.0,1.0,USA,18000000.0,4250320.0,14870,86.0,64.0,0,272.0,155.0,144.0,124.0,605,6.8,Good
1900,1901,101.0,0.0,USA,30000000.0,51097664.0,70205,450.0,180.0,0,21.0,22000.0,812.0,317.0,23328,5.9,Fair
4977,4978,82.0,0.0,USA,60000.0,40557.0,1389,22.0,66.0,0,32.0,968.0,407.0,128.0,2046,5.6,Fair
3313,3314,121.0,0.0,UK,9000000.0,112935.0,8161,94.0,81.0,484,608.0,149.0,44.0,25.0,251,7.6,Good
4106,4107,86.0,4.0,Canada,3000000.0,703002.0,37495,230.0,272.0,37000,59.0,694.0,324.0,104.0,1249,6.1,Good
3032,3033,92.0,2.0,Canada,12000000.0,,3104,33.0,30.0,774,53.0,84.0,37.0,32.0,179,4.3,Fair
301,302,101.0,0.0,Germany,100000000.0,77222184.0,87677,388.0,333.0,11000,0.0,925.0,468.0,279.0,1738,6.8,Good
1858,1859,101.0,3.0,USA,22000000.0,1075288.0,7772,55.0,42.0,145,30.0,1000.0,854.0,223.0,2228,6.1,Good
